ax,	ay,	az,	ox,	oy,	oz,	dz,	dv,	t
4.9659e-01,	-1.6280e+00,	9.1668e+00,	-5.2855e-02,	-1.1719e-01,	-3.3644e-02,	0.0000e+00,	0,	1460043959506999672,	21580291625
7.3306e-01,	-2.4566e+00,	1.0887e+01,	4.2724e-02,	-1.3152e-01,	-3.5148e-02,	0.0000e+00,	0,	1460043959509526362,	21582818315
8.8186e-01,	-1.9952e+00,	1.2109e+01,	1.3297e-01,	-1.1707e-01,	-3.4501e-02,	0.0000e+00,	0,	1460043959512001220,	21585293173
1.9895e+00,	-7.9353e-01,	1.3016e+01,	1.5427e-01,	-5.2958e-02,	-2.4478e-02,	0.0000e+00,	0,	1460043959514498577,	21587790530
2.3512e+00,	8.7524e-01,	1.3964e+01,	8.2007e-02,	3.5210e-02,	-1.6614e-02,	0.0000e+00,	0,	1460043959517018309,	21590310262
1.5339e+00,	2.0284e+00,	1.4357e+01,	-4.7639e-02,	8.6534e-02,	-8.8213e-03,	0.0000e+00,	0,	1460043959519508500,	21592800453
5.3723e-01,	1.4157e+00,	1.3743e+01,	-1.7492e-01,	8.5515e-02,	-1.6679e-03,	0.0000e+00,	0,	1460043959522003274,	21595295227
3.4377e-01,	-5.6057e-01,	1.2240e+01,	-2.1806e-01,	5.3908e-02,	2.7756e-03,	0.0000e+00,	0,	1460043959524512964,	21597804917
6.5092e-01,	-2.3324e+00,	1.0619e+01,	-1.5485e-01,	2.7718e-02,	7.6894e-03,	0.0000e+00,	0,	1460043959527013947,	21600305900
6.6177e-01,	-2.8796e+00,	9.6741e+00,	-3.0261e-02,	7.7754e-03,	1.7565e-02,	0.0000e+00,	0,	1460043959529495596,	21602787549
5.4426e-01,	-2.3285e+00,	9.6259e+00,	8.8932e-02,	-1.8941e-02,	2.9666e-02,	0.0000e+00,	0,	1460043959532021536,	21605313489
2.6902e-01,	-1.2441e+00,	1.0006e+01,	1.5267e-01,	-6.8294e-02,	3.4899e-02,	0.0000e+00,	0,	1460043959534522352,	21607814305
-1.0999e-01,	-5.9613e-02,	9.8526e+00,	1.5365e-01,	-1.4938e-01,	2.5944e-02,	0.0000e+00,	0,	1460043959536996876,	21610288829
-2.4295e-01,	2.0509e-01,	9.0598e+00,	1.1942e-01,	-2.3922e-01,	1.2362e-02,	0.0000e+00,	0,	1460043959539512608,	21612804561
6.6826e-01,	-1.9980e-01,	8.5312e+00,	8.6399e-02,	-2.8205e-01,	9.1438e-03,	1.3480e-01,	1,	1460043959542028132,	21615320085
2.2202e+00,	-8.7148e-01,	9.1224e+00,	8.4911e-02,	-2.3662e-01,	1.5785e-02,	0.0000e+00,	0,	1460043959544495948,	21617787901
2.9823e+00,	-1.2295e+00,	1.0303e+01,	1.0240e-01,	-1.2824e-01,	1.8676e-02,	0.0000e+00,	0,	1460043959547013180,	21620305133
2.4173e+00,	-6.7069e-01,	1.0727e+01,	9.8389e-02,	-1.6925e-02,	5.4964e-03,	0.0000e+00,	0,	1460043959549524496,	21622816449
1.6147e+00,	4.2203e-01,	9.9498e+00,	4.0656e-02,	5.0070e-02,	-9.0504e-03,	1.3523e-01,	1,	1460043959552006561,	21625298514
1.4049e+00,	1.0810e+00,	8.7236e+00,	-5.8930e-02,	7.7747e-02,	-1.7695e-02,	0.0000e+00,	0,	1460043959554513419,	21627805372
1.0324e+00,	6.9048e-01,	7.8815e+00,	-1.4907e-01,	7.7125e-02,	-2.5013e-02,	0.0000e+00,	0,	1460043959557018109,	21630310062
5.1630e-01,	-5.6786e-01,	7.5794e+00,	-1.7170e-01,	4.8598e-02,	-3.4303e-02,	0.0000e+00,	0,	1460043959559472008,	21632763961
4.7507e-01,	-2.0596e+00,	7.6828e+00,	-1.0907e-01,	1.5587e-02,	-3.8792e-02,	1.3473e-01,	1,	1460043959562022657,	21635314610
9.9179e-01,	-2.6495e+00,	8.1171e+00,	-1.5978e-03,	7.8943e-03,	-4.1866e-02,	0.0000e+00,	0,	1460043959564474431,	21637766384
1.4533e+00,	-1.7378e+00,	8.8633e+00,	8.0154e-02,	2.7366e-02,	-4.8613e-02,	0.0000e+00,	0,	1460043959566970955,	21640262908
1.2509e+00,	-6.0379e-02,	9.7640e+00,	7.9760e-02,	4.6915e-02,	-5.0815e-02,	0.0000e+00,	0,	1460043959569511396,	21642803349
7.9272e-01,	1.0353e+00,	1.0672e+01,	5.4568e-03,	4.7054e-02,	-5.0659e-02,	0.0000e+00,	0,	1460043959571977712,	21645269665
9.4024e-01,	9.0288e-01,	1.1342e+01,	-8.6847e-02,	4.5283e-02,	-5.7192e-02,	0.0000e+00,	0,	1460043959574481111,	21647773064
1.3296e+00,	3.8241e-03,	1.1615e+01,	-1.4611e-01,	6.5885e-02,	-6.2240e-02,	0.0000e+00,	0,	1460043959576986093,	21650278046
1.2868e+00,	-9.4353e-01,	1.1556e+01,	-1.4969e-01,	9.8500e-02,	-5.8073e-02,	0.0000e+00,	0,	1460043959579470867,	21652762820
9.8802e-01,	-1.4605e+00,	1.1205e+01,	-1.0573e-01,	1.1795e-01,	-5.4233e-02,	0.0000e+00,	0,	1460043959581989141,	21655281094
4.6519e-01,	-1.4928e+00,	1.0687e+01,	-4.0410e-02,	1.0566e-01,	-5.0949e-02,	0.0000e+00,	0,	1460043959584523498,	21657815451
-2.0429e-01,	-1.2008e+00,	1.0361e+01,	1.4925e-02,	5.3027e-02,	-4.5481e-02,	0.0000e+00,	0,	1460043959586979147,	21660271100
-3.3068e-01,	-7.1562e-01,	1.0514e+01,	4.1491e-02,	-2.1252e-02,	-3.8763e-02,	0.0000e+00,	0,	1460043959589472963,	21662764916
-9.5801e-02,	-3.9605e-01,	1.0990e+01,	4.7741e-02,	-8.7324e-02,	-3.3073e-02,	0.0000e+00,	0,	1460043959592034986,	21665326939
3.9289e-01,	-5.6395e-01,	1.1410e+01,	5.3089e-02,	-1.2416e-01,	-2.6789e-02,	0.0000e+00,	0,	1460043959594488052,	21667780005
1.1433e+00,	-1.0135e+00,	1.1614e+01,	7.0157e-02,	-1.1447e-01,	-2.3067e-02,	0.0000e+00,	0,	1460043959596970910,	21670262863
1.3255e+00,	-8.6284e-01,	1.1610e+01,	8.5042e-02,	-7.5633e-02,	-2.0382e-02,	0.0000e+00,	0,	1460043959599489183,	21672781136
8.8037e-01,	-2.2821e-01,	1.1348e+01,	7.8752e-02,	-4.4753e-02,	-1.8998e-02,	0.0000e+00,	0,	1460043959602005749,	21675297702
4.9520e-01,	9.3489e-02,	1.0711e+01,	5.0030e-02,	-3.8856e-02,	-2.3026e-02,	0.0000e+00,	0,	1460043959604474815,	21677766768
3.4169e-01,	6.9348e-02,	9.8128e+00,	1.4623e-02,	-4.8075e-02,	-2.8088e-02,	0.0000e+00,	0,	1460043959606983047,	21680275000
2.4532e-01,	-2.5184e-01,	9.1281e+00,	-5.2703e-03,	-6.4194e-02,	-2.6996e-02,	0.0000e+00,	0,	1460043959609493696,	21682785649
3.1528e-01,	-8.0593e-01,	8.8600e+00,	4.2045e-03,	-7.9415e-02,	-2.5754e-02,	0.0000e+00,	0,	1460043959611977928,	21685269881
4.7399e-01,	-1.1160e+00,	8.8191e+00,	3.6991e-02,	-8.3266e-02,	-2.7337e-02,	0.0000e+00,	0,	1460043959614480286,	21687772239
7.2021e-01,	-9.6900e-01,	8.8089e+00,	7.0591e-02,	-7.2317e-02,	-2.9314e-02,	0.0000e+00,	0,	1460043959616992976,	21690284929
7.7429e-01,	-5.4078e-01,	8.7951e+00,	8.4619e-02,	-5.1491e-02,	-3.3039e-02,	0.0000e+00,	0,	1460043959619482542,	21692774495
6.3257e-01,	-9.0059e-03,	8.8930e+00,	6.5973e-02,	-3.0812e-02,	-3.8539e-02,	0.0000e+00,	0,	1460043959621971983,	21695263936
5.3580e-01,	4.0174e-01,	9.0924e+00,	2.0320e-02,	-1.1955e-02,	-4.4864e-02,	0.0000e+00,	0,	1460043959624496256,	21697788209
5.1932e-01,	3.8163e-01,	9.2213e+00,	-3.0844e-02,	8.7374e-03,	-5.1833e-02,	0.0000e+00,	0,	1460043959626988072,	21700280025
5.7800e-01,	-4.7600e-02,	9.2120e+00,	-6.3435e-02,	3.5886e-02,	-5.8336e-02,	0.0000e+00,	0,	1460043959629471388,	21702763341
5.4631e-01,	-5.0753e-01,	9.1988e+00,	-6.9432e-02,	6.5293e-02,	-6.3825e-02,	0.0000e+00,	0,	1460043959631995245,	21705287198
3.6764e-01,	-6.9011e-01,	9.2465e+00,	-5.7020e-02,	8.6342e-02,	-6.8628e-02,	1.3481e-01,	1,	1460043959634505144,	21707797097
1.0721e-01,	-5.1308e-01,	9.3701e+00,	-4.8143e-02,	9.2778e-02,	-7.1333e-02,	0.0000e+00,	0,	1460043959636970668,	21710262621
-1.7591e-01,	-2.3569e-01,	9.5192e+00,	-4.9874e-02,	7.9831e-02,	-7.2323e-02,	0.0000e+00,	0,	1460043959639493650,	21712785603
-2.8733e-01,	-2.8491e-01,	9.7852e+00,	-5.3563e-02,	5.6268e-02,	-6.8777e-02,	0.0000e+00,	0,	1460043959641999424,	21715291377
-1.8123e-01,	-5.3745e-01,	1.0172e+01,	-4.6875e-02,	3.6865e-02,	-6.4069e-02,	1.3477e-01,	1,	1460043959644480365,	21717772318
-2.6242e-02,	-6.3412e-01,	1.0602e+01,	-3.1213e-02,	3.2988e-02,	-5.8358e-02,	0.0000e+00,	0,	1460043959646995014,	21720286967
2.1299e-02,	-5.4973e-01,	1.0977e+01,	-1.3678e-02,	3.8540e-02,	-5.0799e-02,	0.0000e+00,	0,	1460043959649494413,	21722786366
-8.6051e-04,	-3.9628e-01,	1.1246e+01,	-3.8590e-03,	4.5366e-02,	-4.3424e-02,	0.0000e+00,	0,	1460043959651973062,	21725265015
-1.7833e-01,	-1.6999e-01,	1.1341e+01,	-5.4272e-03,	4.3252e-02,	-3.7359e-02,	1.3474e-01,	1,	1460043959654502252,	21727794205
-3.2783e-01,	-2.0870e-02,	1.1244e+01,	-1.4395e-02,	2.9854e-02,	-3.0037e-02,	0.0000e+00,	0,	1460043959656985610,	21730277563
-4.0491e-01,	-2.0451e-01,	1.1049e+01,	-2.1136e-02,	1.1094e-02,	-2.1057e-02,	0.0000e+00,	0,	1460043959659472050,	21732764003
-4.5565e-01,	-4.5506e-01,	1.0840e+01,	-1.6846e-02,	-6.2550e-03,	-1.2128e-02,	0.0000e+00,	0,	1460043959661996616,	21735288569
-2.3898e-01,	-6.1150e-01,	1.0684e+01,	6.3272e-04,	-1.1254e-02,	-2.2637e-03,	0.0000e+00,	0,	1460043959664485473,	21737777426
-1.3059e-01,	-6.5160e-01,	1.0664e+01,	2.3786e-02,	-3.6903e-03,	1.0115e-02,	0.0000e+00,	0,	1460043959666980331,	21740272284
-3.4424e-01,	-4.1040e-01,	1.0622e+01,	3.7499e-02,	-3.7219e-04,	2.0691e-02,	0.0000e+00,	0,	1460043959669497188,	21742789141
-5.0808e-01,	-2.1893e-02,	1.0340e+01,	3.0905e-02,	-8.1328e-03,	2.6107e-02,	0.0000e+00,	0,	1460043959671977504,	21745269457
-5.4222e-01,	2.0224e-01,	9.8680e+00,	9.5732e-03,	-2.0995e-02,	3.0287e-02,	0.0000e+00,	0,	1460043959674494777,	21747786730
-5.0886e-01,	4.1662e-02,	9.4897e+00,	-7.4592e-03,	-3.1512e-02,	3.7894e-02,	0.0000e+00,	0,	1460043959677007885,	21750299838
-3.5563e-01,	-2.9781e-01,	9.3598e+00,	-9.0148e-03,	-3.0501e-02,	4.5332e-02,	0.0000e+00,	0,	1460043959679489492,	21752781445
-3.3443e-01,	-3.6973e-01,	9.3359e+00,	9.0780e-04,	-1.9300e-02,	5.0450e-02,	0.0000e+00,	0,	1460043959681985433,	21755277386
-3.6873e-01,	-2.5109e-01,	9.2218e+00,	1.1604e-02,	-4.6257e-03,	5.4850e-02,	0.0000e+00,	0,	1460043959684525248,	21757817201
-4.0243e-01,	-1.1893e-01,	9.0269e+00,	1.3925e-02,	1.0210e-02,	5.8623e-02,	0.0000e+00,	0,	1460043959687006730,	21760298683
-6.3345e-01,	1.2903e-01,	8.9027e+00,	1.7527e-03,	1.8458e-02,	6.1327e-02,	0.0000e+00,	0,	1460043959689491296,	21762783249
-7.2841e-01,	3.2446e-01,	8.9531e+00,	-2.0405e-02,	1.9924e-02,	6.2530e-02,	0.0000e+00,	0,	1460043959692013653,	21765305606
-5.5441e-01,	1.8442e-01,	9.1561e+00,	-4.1769e-02,	2.7168e-02,	6.4933e-02,	0.0000e+00,	0,	1460043959694512094,	21767804047
-4.8471e-01,	-1.0376e-01,	9.4039e+00,	-5.1730e-02,	4.3400e-02,	6.9053e-02,	0.0000e+00,	0,	1460043959697000326,	21770292279
-4.9201e-01,	-2.0718e-01,	9.5614e+00,	-5.0217e-02,	6.4077e-02,	7.1940e-02,	0.0000e+00,	0,	1460043959699508059,	21772800012
-5.3797e-01,	-6.2543e-02,	9.6614e+00,	-4.9648e-02,	8.6086e-02,	7.4515e-02,	0.0000e+00,	0,	1460043959702027749,	21775319702
-6.3985e-01,	1.6668e-01,	9.8244e+00,	-6.0550e-02,	1.0474e-01,	7.9986e-02,	0.0000e+00,	0,	1460043959704516523,	21777808476
-6.8885e-01,	2.9918e-01,	1.0091e+01,	-8.0513e-02,	1.1819e-01,	8.5908e-02,	0.0000e+00,	0,	1460043959707012380,	21780304333
-7.2617e-01,	3.0550e-01,	1.0367e+01,	-1.0296e-01,	1.3062e-01,	9.0071e-02,	0.0000e+00,	0,	1460043959709525196,	21782817149
-6.9950e-01,	1.9949e-01,	1.0588e+01,	-1.2023e-01,	1.4491e-01,	9.3382e-02,	0.0000e+00,	0,	1460043959712011512,	21785303465
-5.9057e-01,	6.0307e-02,	1.0699e+01,	-1.3002e-01,	1.6565e-01,	9.7855e-02,	0.0000e+00,	0,	1460043959714499869,	21787791822
-5.7633e-01,	2.3728e-02,	1.0777e+01,	-1.3578e-01,	1.8959e-01,	1.0330e-01,	0.0000e+00,	0,	1460043959717026185,	21790318138
-6.5895e-01,	1.0422e-01,	1.0842e+01,	-1.4442e-01,	2.1041e-01,	1.0859e-01,	0.0000e+00,	0,	1460043959719516584,	21792808537
-7.3210e-01,	2.5756e-01,	1.0874e+01,	-1.6072e-01,	2.2669e-01,	1.1231e-01,	0.0000e+00,	0,	1460043959721999024,	21795290977
-7.7496e-01,	3.9635e-01,	1.0878e+01,	-1.8413e-01,	2.4100e-01,	1.1534e-01,	0.0000e+00,	0,	1460043959724517631,	21797809584
-7.6167e-01,	4.0873e-01,	1.0819e+01,	-2.0890e-01,	2.5580e-01,	1.1871e-01,	1.3477e-01,	1,	1460043959727032280,	21800324233
-7.5578e-01,	3.0656e-01,	1.0663e+01,	-2.2677e-01,	2.7338e-01,	1.2280e-01,	0.0000e+00,	0,	1460043959729501221,	21802793174
-7.4769e-01,	1.9452e-01,	1.0450e+01,	-2.3639e-01,	2.9335e-01,	1.2513e-01,	0.0000e+00,	0,	1460043959732018412,	21805310365
-7.3248e-01,	1.9787e-01,	1.0238e+01,	-2.4192e-01,	3.1489e-01,	1.2352e-01,	0.0000e+00,	0,	1460043959734526519,	21807818472
-7.9924e-01,	3.0537e-01,	1.0078e+01,	-2.5003e-01,	3.3403e-01,	1.1996e-01,	1.3473e-01,	1,	1460043959737009251,	21810301204
-8.6413e-01,	4.0956e-01,	9.9446e+00,	-2.6472e-01,	3.4731e-01,	1.1546e-01,	0.0000e+00,	0,	1460043959739515734,	21812807687
-8.7933e-01,	4.9229e-01,	9.7591e+00,	-2.8442e-01,	3.5674e-01,	1.1145e-01,	0.0000e+00,	0,	1460043959742027924,	21815319877
-8.7873e-01,	5.2712e-01,	9.5496e+00,	-3.0360e-01,	3.6534e-01,	1.0603e-01,	0.0000e+00,	0,	1460043959744475032,	21817766985
-8.2991e-01,	4.3343e-01,	9.4068e+00,	-3.1678e-01,	3.7575e-01,	9.7927e-02,	0.0000e+00,	0,	1460043959747020805,	21820312758
-8.2783e-01,	3.1801e-01,	9.3094e+00,	-3.2004e-01,	3.8856e-01,	9.0106e-02,	0.0000e+00,	0,	1460043959749524371,	21822816324
-1.2305e+00,	1.2631e-02,	9.5913e+00,	-2.9046e-01,	3.7817e-01,	9.1191e-02,	0.0000e+00,	0,	1460043959751973812,	21825265765
-1.9518e+00,	-9.6829e-01,	1.0618e+01,	-2.1157e-01,	3.1508e-01,	8.8932e-02,	0.0000e+00,	0,	1460043959754514877,	21827806830
-2.7739e+00,	-1.6866e+00,	1.1798e+01,	-9.9935e-02,	2.0001e-01,	7.5195e-02,	0.0000e+00,	0,	1460043959756986652,	21830278605
-3.1792e+00,	-1.3183e+00,	1.2454e+01,	7.8193e-03,	4.4082e-02,	5.4352e-02,	0.0000e+00,	0,	1460043959759483009,	21832774962
-2.9555e+00,	-2.8263e-01,	1.1858e+01,	7.1504e-02,	-1.0987e-01,	3.2083e-02,	0.0000e+00,	0,	1460043959762018991,	21835310944
-2.2391e+00,	4.7400e-01,	1.0095e+01,	9.2597e-02,	-2.1980e-01,	1.1842e-02,	0.0000e+00,	0,	1460043959764474682,	21837766635
-1.3325e+00,	4.7079e-01,	8.0350e+00,	9.3459e-02,	-2.6561e-01,	-3.9358e-03,	0.0000e+00,	0,	1460043959766994247,	21840286200
-6.0239e-01,	3.6784e-01,	6.7724e+00,	9.6215e-02,	-2.4901e-01,	-7.9201e-03,	0.0000e+00,	0,	1460043959769525438,	21842817391
-2.9894e-01,	4.3556e-02,	6.9704e+00,	1.1738e-01,	-1.9732e-01,	-1.3193e-02,	0.0000e+00,	0,	1460043959771977129,	21845269082
-4.8061e-01,	-4.0974e-01,	8.1015e+00,	1.5470e-01,	-1.4328e-01,	-2.7039e-02,	0.0000e+00,	0,	1460043959774477986,	21847769939
-8.6615e-01,	-9.7784e-02,	9.0445e+00,	1.7870e-01,	-1.0884e-01,	-4.5119e-02,	0.0000e+00,	0,	1460043959777027718,	21850319671
-1.2317e+00,	1.0110e+00,	9.1301e+00,	1.5257e-01,	-1.0294e-01,	-6.3116e-02,	0.0000e+00,	0,	1460043959779488826,	21852780779
-1.3552e+00,	1.7828e+00,	8.8040e+00,	7.9558e-02,	-1.1529e-01,	-7.5934e-02,	0.0000e+00,	0,	1460043959781977100,	21855269053
-1.1830e+00,	1.3170e+00,	8.8945e+00,	9.4625e-03,	-1.2202e-01,	-8.4276e-02,	0.0000e+00,	0,	1460043959784494790,	21857786743
-7.8528e-01,	1.2866e-01,	9.6188e+00,	-1.3209e-02,	-1.0402e-01,	-9.0147e-02,	0.0000e+00,	0,	1460043959786989939,	21860281892
-4.4935e-01,	-6.5569e-01,	1.0691e+01,	1.3943e-02,	-5.8738e-02,	-9.4711e-02,	0.0000e+00,	0,	1460043959789482171,	21862774124
-4.2877e-01,	-5.5478e-01,	1.1489e+01,	5.3241e-02,	-5.5417e-03,	-9.9410e-02,	0.0000e+00,	0,	1460043959791991904,	21865283857
-6.6893e-01,	2.6823e-01,	1.1605e+01,	6.1080e-02,	3.2986e-02,	-1.0333e-01,	0.0000e+00,	0,	1460043959794492178,	21867784131
-1.0823e+00,	1.1493e+00,	1.1370e+01,	1.9959e-02,	4.4459e-02,	-1.0138e-01,	0.0000e+00,	0,	1460043959796973910,	21870265863
-1.2804e+00,	1.3281e+00,	1.1389e+01,	-4.8918e-02,	3.5595e-02,	-9.3900e-02,	0.0000e+00,	0,	1460043959799493517,	21872785470
-1.0283e+00,	7.7002e-01,	1.1835e+01,	-1.0471e-01,	3.3097e-02,	-8.5867e-02,	0.0000e+00,	0,	1460043959801995541,	21875287494
-6.0276e-01,	8.3577e-02,	1.2360e+01,	-1.2110e-01,	5.5398e-02,	-8.3610e-02,	0.0000e+00,	0,	1460043959804482482,	21877774435
-3.8788e-01,	-3.9180e-01,	1.2354e+01,	-1.0344e-01,	9.8735e-02,	-8.1694e-02,	0.0000e+00,	0,	1460043959806983173,	21880275126
-5.4047e-01,	-3.6840e-01,	1.1729e+01,	-8.0009e-02,	1.4046e-01,	-7.5429e-02,	0.0000e+00,	0,	1460043959809505571,	21882797524
-1.0055e+00,	1.6920e-01,	1.1103e+01,	-7.5368e-02,	1.5733e-01,	-6.7800e-02,	0.0000e+00,	0,	1460043959811990095,	21885282048
-1.3551e+00,	7.3018e-01,	1.0876e+01,	-1.0029e-01,	1.4718e-01,	-6.2032e-02,	0.0000e+00,	0,	1460043959814475244,	21887767197
-1.3165e+00,	8.0807e-01,	1.0909e+01,	-1.3599e-01,	1.2649e-01,	-5.8971e-02,	0.0000e+00,	0,	1460043959816998518,	21890290471
-1.2235e+00,	2.2219e-01,	1.0851e+01,	-1.5326e-01,	1.0735e-01,	-6.0470e-02,	1.3482e-01,	1,	1460043959819481626,	21892773579
-1.2232e+00,	-4.1157e-01,	1.0359e+01,	-1.3728e-01,	9.1785e-02,	-6.4954e-02,	0.0000e+00,	0,	1460043959821977025,	21895268978
-1.1696e+00,	-6.0261e-01,	9.5144e+00,	-9.7524e-02,	7.8727e-02,	-7.0665e-02,	0.0000e+00,	0,	1460043959824497548,	21897789501
-1.0602e+00,	-3.8008e-01,	8.7473e+00,	-6.1065e-02,	6.9297e-02,	-7.5829e-02,	0.0000e+00,	0,	1460043959827011822,	21900303775
-9.6872e-01,	1.1159e-01,	8.3204e+00,	-4.8599e-02,	6.5154e-02,	-8.0006e-02,	1.3524e-01,	1,	1460043959829484013,	21902775966
-1.0309e+00,	4.8848e-01,	8.1204e+00,	-5.9110e-02,	5.9435e-02,	-8.6003e-02,	0.0000e+00,	0,	1460043959831997329,	21905289282
-1.2057e+00,	3.3805e-01,	8.0094e+00,	-7.0155e-02,	4.3876e-02,	-9.4076e-02,	0.0000e+00,	0,	1460043959834503603,	21907795556
-1.2358e+00,	-1.9130e-01,	8.0684e+00,	-6.2274e-02,	2.1807e-02,	-1.0220e-01,	0.0000e+00,	0,	1460043959836975710,	21910267663
-1.1385e+00,	-5.2649e-01,	8.3684e+00,	-3.2957e-02,	8.3177e-05,	-1.0929e-01,	0.0000e+00,	0,	1460043959839500692,	21912792645
-1.1888e+00,	-5.7095e-01,	8.8223e+00,	7.0636e-03,	-2.4575e-02,	-1.1687e-01,	0.0000e+00,	0,	1460043959842004841,	21915296794
-1.2797e+00,	-5.2239e-01,	9.1611e+00,	4.3613e-02,	-5.6132e-02,	-1.2538e-01,	0.0000e+00,	0,	1460043959844475699,	21917767652
-1.2732e+00,	-3.0185e-01,	9.2230e+00,	6.6607e-02,	-9.1872e-02,	-1.3354e-01,	0.0000e+00,	0,	1460043959846999556,	21920291509
-1.2416e+00,	-3.5166e-02,	9.2396e+00,	7.2947e-02,	-1.2655e-01,	-1.3809e-01,	0.0000e+00,	0,	1460043959849501955,	21922793908
-1.0410e+00,	-1.9925e-02,	9.4338e+00,	6.9098e-02,	-1.5106e-01,	-1.4167e-01,	0.0000e+00,	0,	1460043959851984146,	21925276099
-7.5171e-01,	-1.4251e-01,	9.7435e+00,	6.7007e-02,	-1.5393e-01,	-1.4102e-01,	0.0000e+00,	0,	1460043959854499669,	21927791622
-4.3363e-01,	-1.3190e-01,	1.0004e+01,	7.1840e-02,	-1.3243e-01,	-1.2956e-01,	0.0000e+00,	0,	1460043959856986110,	21930278063
-2.0564e-01,	-1.6656e-01,	1.0189e+01,	8.0068e-02,	-9.5725e-02,	-1.1537e-01,	0.0000e+00,	0,	1460043959859497009,	21932788962
-5.0056e-01,	-1.3895e-01,	1.0491e+01,	7.9333e-02,	-6.7385e-02,	-1.0113e-01,	0.0000e+00,	0,	1460043959862013491,	21935305444
-8.2741e-01,	2.2801e-01,	1.1060e+01,	5.8990e-02,	-6.0354e-02,	-8.0235e-02,	0.0000e+00,	0,	1460043959864483557,	21937775510
-6.5636e-01,	4.7277e-01,	1.1598e+01,	2.4643e-02,	-5.8312e-02,	-6.2160e-02,	0.0000e+00,	0,	1460043959866989914,	21940281867
-4.8841e-01,	1.2369e-01,	1.1741e+01,	-2.4491e-03,	-4.8116e-02,	-5.1248e-02,	0.0000e+00,	0,	1460043959869521021,	21942812974
-5.2983e-01,	-3.4749e-01,	1.1565e+01,	-1.1116e-02,	-3.4853e-02,	-3.5655e-02,	0.0000e+00,	0,	1460043959872005462,	21945297415
-4.4560e-01,	-3.3305e-01,	1.1419e+01,	-1.0962e-02,	-1.8317e-02,	-1.2916e-02,	0.0000e+00,	0,	1460043959874493569,	21947785522
-3.1646e-01,	-1.5621e-01,	1.1478e+01,	-1.2362e-02,	2.9149e-03,	7.1705e-03,	0.0000e+00,	0,	1460043959877016260,	21950308213
-3.5198e-01,	-2.2667e-01,	1.1478e+01,	-1.8542e-02,	2.3399e-02,	2.1765e-02,	0.0000e+00,	0,	1460043959879507534,	21952799487
-5.2377e-01,	-1.5750e-01,	1.1154e+01,	-3.1568e-02,	3.4127e-02,	3.7914e-02,	0.0000e+00,	0,	1460043959882005266,	21955297219
-5.6347e-01,	1.5981e-01,	1.0674e+01,	-5.3880e-02,	3.6843e-02,	5.4525e-02,	0.0000e+00,	0,	1460043959884519998,	21957811951
-4.0123e-01,	1.0844e-01,	1.0285e+01,	-7.6197e-02,	4.3756e-02,	6.8742e-02,	0.0000e+00,	0,	1460043959887017689,	21960309642
-3.4069e-01,	-3.5482e-01,	9.9559e+00,	-8.5774e-02,	5.6458e-02,	8.0757e-02,	0.0000e+00,	0,	1460043959889501088,	21962793041
-3.6005e-01,	-5.6865e-01,	9.5788e+00,	-8.4068e-02,	6.8719e-02,	9.1942e-02,	0.0000e+00,	0,	1460043959892026779,	21965318732
-3.1034e-01,	-3.8088e-01,	9.2136e+00,	-8.3160e-02,	8.0729e-02,	1.0106e-01,	0.0000e+00,	0,	1460043959894527969,	21967819922
-3.0908e-01,	-2.3421e-01,	8.9554e+00,	-8.8000e-02,	9.0445e-02,	1.0651e-01,	0.0000e+00,	0,	1460043959897001202,	21970293155
-3.7738e-01,	-2.6838e-01,	8.7624e+00,	-9.5687e-02,	9.4831e-02,	1.1139e-01,	0.0000e+00,	0,	1460043959899509601,	21972801554
-4.2768e-01,	-2.2403e-01,	8.5939e+00,	-1.0447e-01,	9.4383e-02,	1.1803e-01,	0.0000e+00,	0,	1460043959902034458,	21975326411
-4.6360e-01,	-2.5850e-01,	8.5585e+00,	-1.0635e-01,	8.7173e-02,	1.2548e-01,	0.0000e+00,	0,	1460043959904512649,	21977804602
-5.4182e-01,	-8.3658e-01,	8.8993e+00,	-8.5272e-02,	6.5428e-02,	1.2675e-01,	0.0000e+00,	0,	1460043959907004131,	21980296084
-8.3650e-01,	-1.4143e+00,	9.4981e+00,	-3.8657e-02,	2.4501e-02,	1.2078e-01,	0.0000e+00,	0,	1460043959909527696,	21982819649
-9.7699e-01,	-1.3565e+00,	1.0033e+01,	1.6176e-02,	-3.2720e-02,	1.1212e-01,	1.3481e-01,	1,	1460043959912027220,	21985319173
-7.9194e-01,	-1.0472e+00,	1.0126e+01,	5.9833e-02,	-9.1371e-02,	9.9168e-02,	0.0000e+00,	0,	1460043959914504494,	21987796447
-7.2222e-01,	-8.0495e-01,	9.6769e+00,	8.3620e-02,	-1.4117e-01,	8.3903e-02,	0.0000e+00,	0,	1460043959917029560,	21990321513
-5.3746e-01,	-4.6890e-01,	9.0542e+00,	8.8228e-02,	-1.7159e-01,	7.9880e-02,	0.0000e+00,	0,	1460043959919530292,	21992822245
7.1279e-02,	-2.7734e-01,	8.8179e+00,	8.5262e-02,	-1.7082e-01,	8.6863e-02,	1.3477e-01,	1,	1460043959922014108,	21995306061
2.8388e-01,	-6.5569e-01,	9.1203e+00,	8.9900e-02,	-1.4923e-01,	8.7406e-02,	0.0000e+00,	0,	1460043959924521174,	21997813127
