ax,	ay,	az,	ox,	oy,	oz,	dz,	dv,	t
-2.0538e-02,	-1.9713e-01,	8.8368e+00,	-1.4554e-02,	3.9216e-02,	-1.9640e-01,	0.0000e+00,	0,	1460043941444104471,	3517396424
4.8914e-02,	-1.5978e-01,	8.7384e+00,	-1.3534e-02,	1.7740e-02,	-1.9632e-01,	0.0000e+00,	0,	1460043941446592703,	3519884656
2.7736e-01,	-3.2975e-01,	9.0508e+00,	-1.1593e-02,	-3.8204e-04,	-1.9531e-01,	0.0000e+00,	0,	1460043941449102269,	3522394222
4.1408e-01,	-5.0404e-01,	9.6630e+00,	-3.8377e-03,	-1.1386e-02,	-1.9826e-01,	0.0000e+00,	0,	1460043941451602959,	3524894912
7.0466e-01,	-6.2005e-01,	1.0248e+01,	7.1453e-03,	-8.1618e-03,	-1.9992e-01,	0.0000e+00,	0,	1460043941454100900,	3527392853
9.7487e-01,	-5.4226e-01,	1.0662e+01,	1.2397e-02,	9.3944e-03,	-1.9309e-01,	0.0000e+00,	0,	1460043941456608340,	3529900293
9.4201e-01,	-3.3352e-01,	1.0993e+01,	4.6867e-03,	2.7347e-02,	-1.8440e-01,	0.0000e+00,	0,	1460043941459108822,	3532400775
4.7374e-01,	-2.1670e-01,	1.1178e+01,	-1.3109e-02,	2.5597e-02,	-1.8293e-01,	0.0000e+00,	0,	1460043941461585013,	3534876966
1.0123e-01,	-3.2845e-01,	1.1089e+01,	-2.5719e-02,	2.9477e-03,	-1.8346e-01,	0.0000e+00,	0,	1460043941464117245,	3537409198
2.8951e-01,	-6.8348e-01,	1.0862e+01,	-2.2012e-02,	-1.5995e-02,	-1.7820e-01,	0.0000e+00,	0,	1460043941466620310,	3539912263
3.6039e-01,	-8.7335e-01,	1.0741e+01,	-6.1983e-03,	-2.4908e-02,	-1.7110e-01,	0.0000e+00,	0,	1460043941469084918,	3542376871
-8.0218e-02,	-9.1502e-01,	1.0774e+01,	1.5235e-02,	-4.2758e-02,	-1.6239e-01,	0.0000e+00,	0,	1460043941471603983,	3544895936
-3.7234e-01,	-1.0120e+00,	1.0853e+01,	3.6985e-02,	-7.2354e-02,	-1.5000e-01,	0.0000e+00,	0,	1460043941474113174,	3547405127
-3.6894e-01,	-9.2770e-01,	1.0910e+01,	5.3586e-02,	-9.9741e-02,	-1.3901e-01,	0.0000e+00,	0,	1460043941476591989,	3549883942
-4.5007e-01,	-7.4440e-01,	1.1080e+01,	6.1742e-02,	-1.2100e-01,	-1.3085e-01,	0.0000e+00,	0,	1460043941479102763,	3552394716
-5.8900e-01,	-6.9445e-01,	1.1281e+01,	6.3230e-02,	-1.4029e-01,	-1.2438e-01,	0.0000e+00,	0,	1460043941481599870,	3554891823
-4.2835e-01,	-6.5858e-01,	1.1235e+01,	6.4723e-02,	-1.4830e-01,	-1.1655e-01,	0.0000e+00,	0,	1460043941484084686,	3557376639
5.8510e-02,	-6.6897e-01,	1.0921e+01,	6.7641e-02,	-1.3048e-01,	-1.0518e-01,	0.0000e+00,	0,	1460043941486609501,	3559901454
1.7235e-01,	-6.1008e-01,	1.0490e+01,	6.6242e-02,	-1.0120e-01,	-9.4483e-02,	0.0000e+00,	0,	1460043941489091275,	3562383228
-3.5089e-01,	-3.4805e-01,	9.9593e+00,	5.6736e-02,	-9.3219e-02,	-8.7513e-02,	0.0000e+00,	0,	1460043941491586216,	3564878169
-5.6575e-01,	-2.2150e-01,	9.3734e+00,	4.3393e-02,	-1.1008e-01,	-8.5576e-02,	0.0000e+00,	0,	1460043941494108990,	3567400943
-1.4719e-01,	-4.4393e-01,	8.9133e+00,	3.7824e-02,	-1.2297e-01,	-8.8374e-02,	0.0000e+00,	0,	1460043941496593847,	3569885800
2.5184e-01,	-7.2931e-01,	8.7621e+00,	4.5486e-02,	-1.1856e-01,	-9.3030e-02,	0.0000e+00,	0,	1460043941499089454,	3572381407
3.4563e-01,	-6.9082e-01,	8.8440e+00,	5.9188e-02,	-1.0714e-01,	-1.0123e-01,	0.0000e+00,	0,	1460043941501612894,	3574904847
4.7062e-01,	-4.4905e-01,	8.9755e+00,	6.7343e-02,	-9.2178e-02,	-1.1249e-01,	0.0000e+00,	0,	1460043941504098543,	3577390496
6.6323e-01,	-2.5186e-01,	9.1031e+00,	6.4190e-02,	-7.1543e-02,	-1.2285e-01,	1.3522e-01,	1,	1460043941506600776,	3579892729
6.6177e-01,	1.3995e-02,	9.2260e+00,	4.6676e-02,	-5.2291e-02,	-1.3094e-01,	0.0000e+00,	0,	1460043941509118466,	3582410419
6.0056e-01,	2.4331e-01,	9.3684e+00,	1.7152e-02,	-3.8566e-02,	-1.3774e-01,	0.0000e+00,	0,	1460043941511609532,	3584901485
6.5396e-01,	1.0456e-01,	9.5278e+00,	-1.0006e-02,	-2.5222e-02,	-1.4375e-01,	0.0000e+00,	0,	1460043941514099597,	3587391550
1.1344e+00,	-2.2733e-01,	9.6174e+00,	-2.1728e-02,	-9.3415e-03,	-1.4872e-01,	1.3530e-01,	1,	1460043941516632371,	3589924324
2.0679e+00,	-4.2914e-01,	9.6390e+00,	-1.3785e-02,	1.1343e-02,	-1.5574e-01,	0.0000e+00,	0,	1460043941519119978,	3592411931
3.2922e+00,	-4.0935e-01,	9.6892e+00,	6.2955e-03,	2.9182e-02,	-1.7051e-01,	0.0000e+00,	0,	1460043941521604502,	3594896455
4.4107e+00,	-1.3062e-01,	9.8179e+00,	2.7623e-02,	4.2266e-02,	-1.9663e-01,	0.0000e+00,	0,	1460043941524122442,	3597414395
4.9007e+00,	5.0910e-01,	9.9683e+00,	3.6797e-02,	4.5026e-02,	-2.3653e-01,	1.3531e-01,	1,	1460043941526640716,	3599932669
4.5256e+00,	1.3784e+00,	1.0006e+01,	2.4886e-02,	3.1264e-02,	-2.8520e-01,	0.0000e+00,	0,	1460043941529108407,	3602400360
3.7770e+00,	1.8700e+00,	1.0068e+01,	-8.3256e-04,	6.1225e-03,	-3.2779e-01,	0.0000e+00,	0,	1460043941531620472,	3604912425
3.0937e+00,	1.7526e+00,	1.0332e+01,	-1.7261e-02,	-1.5115e-02,	-3.5423e-01,	0.0000e+00,	0,	1460043941534135538,	3607427491
2.4480e+00,	1.5163e+00,	1.0682e+01,	-9.3724e-03,	-2.2541e-02,	-3.7017e-01,	0.0000e+00,	0,	1460043941536626937,	3609918890
1.7715e+00,	1.5715e+00,	1.0934e+01,	1.5316e-02,	-2.2822e-02,	-3.8070e-01,	0.0000e+00,	0,	1460043941539124335,	3612416288
1.0913e+00,	1.8777e+00,	1.1069e+01,	4.1305e-02,	-2.4426e-02,	-3.8552e-01,	0.0000e+00,	0,	1460043941541636276,	3614928229
5.5217e-01,	2.1027e+00,	1.1188e+01,	5.3650e-02,	-2.9340e-02,	-3.7619e-01,	0.0000e+00,	0,	1460043941544123008,	3617414961
1.4239e-01,	1.9746e+00,	1.1391e+01,	5.2465e-02,	-3.8097e-02,	-3.4688e-01,	0.0000e+00,	0,	1460043941546627740,	3619919693
-2.2871e-01,	1.5246e+00,	1.1634e+01,	4.7300e-02,	-4.9288e-02,	-2.9683e-01,	0.0000e+00,	0,	1460043941549141764,	3622433717
-4.4447e-01,	9.1832e-01,	1.1785e+01,	4.6086e-02,	-6.0134e-02,	-2.3158e-01,	0.0000e+00,	0,	1460043941551612455,	3624904408
-5.3738e-01,	3.5447e-01,	1.1830e+01,	5.1933e-02,	-6.9343e-02,	-1.5999e-01,	0.0000e+00,	0,	1460043941554111729,	3627403682
-6.9531e-01,	-1.2116e-01,	1.1898e+01,	6.5583e-02,	-8.0455e-02,	-9.1724e-02,	0.0000e+00,	0,	1460043941556652419,	3629944372
-9.7462e-01,	-5.5239e-01,	1.1916e+01,	8.5386e-02,	-1.0115e-01,	-3.3980e-02,	0.0000e+00,	0,	1460043941559152901,	3632444854
-1.1641e+00,	-7.9733e-01,	1.1737e+01,	1.0457e-01,	-1.3385e-01,	1.8413e-02,	0.0000e+00,	0,	1460043941561612467,	3634904420
-1.1821e+00,	-7.1679e-01,	1.1408e+01,	1.1084e-01,	-1.7740e-01,	6.5424e-02,	0.0000e+00,	0,	1460043941564135907,	3637427860
-1.2580e+00,	-5.1410e-01,	1.1243e+01,	9.0720e-02,	-2.3406e-01,	1.0080e-01,	0.0000e+00,	0,	1460043941566640514,	3639932467
-1.3489e+00,	-2.3351e-01,	1.1339e+01,	3.1343e-02,	-2.9747e-01,	1.3010e-01,	0.0000e+00,	0,	1460043941569119455,	3642411408
-9.0279e-01,	1.0339e-01,	1.1525e+01,	-6.0963e-02,	-3.4229e-01,	1.6236e-01,	0.0000e+00,	0,	1460043941571636020,	3644927973
-7.6882e-02,	-2.1416e-01,	1.1765e+01,	-1.5774e-01,	-3.4538e-01,	1.9468e-01,	0.0000e+00,	0,	1460043941574134086,	3647426039
4.2398e-01,	-1.2533e+00,	1.2232e+01,	-2.2862e-01,	-3.1398e-01,	2.1983e-01,	0.0000e+00,	0,	1460043941576589485,	3649881438
5.3012e-01,	-1.9179e+00,	1.2945e+01,	-2.7582e-01,	-2.6634e-01,	2.3582e-01,	0.0000e+00,	0,	1460043941579141675,	3652433628
9.1426e-01,	-1.7956e+00,	1.3646e+01,	-3.2611e-01,	-1.9996e-01,	2.4395e-01,	0.0000e+00,	0,	1460043941581593700,	3654885653
1.3063e+00,	-1.7120e+00,	1.4034e+01,	-3.9035e-01,	-1.2434e-01,	2.4255e-01,	0.0000e+00,	0,	1460043941584086807,	3657378760
1.3545e+00,	-2.0845e+00,	1.4108e+01,	-4.5524e-01,	-6.1891e-02,	2.4114e-01,	0.0000e+00,	0,	1460043941586635705,	3659927658
1.5026e+00,	-2.5936e+00,	1.4209e+01,	-5.0855e-01,	-7.9577e-03,	2.4424e-01,	0.0000e+00,	0,	1460043941589095771,	3662387724
1.8745e+00,	-2.7987e+00,	1.4509e+01,	-5.5505e-01,	5.6591e-02,	2.4646e-01,	0.0000e+00,	0,	1460043941591589045,	3664880998
1.9643e+00,	-2.5876e+00,	1.4688e+01,	-6.0445e-01,	1.2882e-01,	2.3975e-01,	0.0000e+00,	0,	1460043941594135485,	3667427438
1.6644e+00,	-2.3637e+00,	1.4522e+01,	-6.5457e-01,	1.8935e-01,	2.1972e-01,	0.0000e+00,	0,	1460043941596587593,	3669879546
1.3692e+00,	-2.4515e+00,	1.4266e+01,	-6.9355e-01,	2.3301e-01,	1.8308e-01,	1.3938e-01,	1,	1460043941599097075,	3672389028
1.0131e+00,	-2.6330e+00,	1.4271e+01,	-7.1521e-01,	2.6442e-01,	1.3179e-01,	0.0000e+00,	0,	1460043941601604807,	3674896760
5.3262e-01,	-2.6815e+00,	1.4538e+01,	-7.2538e-01,	2.8528e-01,	7.4653e-02,	0.0000e+00,	0,	1460043941604096998,	3677388951
1.2311e-01,	-2.5775e+00,	1.4802e+01,	-7.3281e-01,	2.9899e-01,	2.0204e-02,	0.0000e+00,	0,	1460043941606590063,	3679882016
-6.5791e-02,	-2.5389e+00,	1.4909e+01,	-7.3280e-01,	3.1284e-01,	-2.6154e-02,	1.4124e-01,	1,	1460043941609112962,	3682404915
-1.3674e-01,	-2.8337e+00,	1.4901e+01,	-7.1415e-01,	3.3109e-01,	-5.8375e-02,	0.0000e+00,	0,	1460043941611601861,	3684893814
-1.9869e-01,	-3.0471e+00,	1.4850e+01,	-6.8049e-01,	3.5383e-01,	-7.6878e-02,	0.0000e+00,	0,	1460043941614090468,	3687382421
-3.0779e-01,	-2.6478e+00,	1.4847e+01,	-6.4744e-01,	3.7507e-01,	-8.5202e-02,	0.0000e+00,	0,	1460043941616604742,	3689896695
-5.4445e-01,	-2.1694e+00,	1.4959e+01,	-6.2291e-01,	3.8444e-01,	-8.0896e-02,	0.0000e+00,	0,	1460043941619108682,	3692400635
-7.2061e-01,	-2.1655e+00,	1.5073e+01,	-5.9776e-01,	3.7699e-01,	-6.4115e-02,	0.0000e+00,	0,	1460043941621596915,	3694888868
-7.0028e-01,	-2.2111e+00,	1.4988e+01,	-5.6269e-01,	3.6195e-01,	-3.8220e-02,	0.0000e+00,	0,	1460043941624099438,	3697391391
-5.6218e-01,	-1.9020e+00,	1.4720e+01,	-5.2339e-01,	3.4724e-01,	-2.3947e-03,	0.0000e+00,	0,	1460043941626606754,	3699898707
-3.7392e-01,	-1.5502e+00,	1.4478e+01,	-4.8748e-01,	3.3578e-01,	3.7417e-02,	0.0000e+00,	0,	1460043941629098986,	3702390939
-2.1059e-01,	-1.4812e+00,	1.4325e+01,	-4.5134e-01,	3.2851e-01,	7.4237e-02,	0.0000e+00,	0,	1460043941631601927,	3704893880
-1.7726e-01,	-1.5438e+00,	1.4103e+01,	-4.0885e-01,	3.2168e-01,	1.0498e-01,	0.0000e+00,	0,	1460043941634105659,	3707397612
-3.4744e-01,	-1.5189e+00,	1.3733e+01,	-3.6146e-01,	3.0897e-01,	1.2772e-01,	0.0000e+00,	0,	1460043941636600224,	3709892177
-5.6182e-01,	-1.3489e+00,	1.3416e+01,	-3.1379e-01,	2.8992e-01,	1.4254e-01,	0.0000e+00,	0,	1460043941639103998,	3712395951
-5.9199e-01,	-1.1968e+00,	1.3341e+01,	-2.6780e-01,	2.7238e-01,	1.5357e-01,	0.0000e+00,	0,	1460043941641612272,	3714904225
-4.6831e-01,	-1.1338e+00,	1.3497e+01,	-2.2288e-01,	2.6321e-01,	1.6182e-01,	0.0000e+00,	0,	1460043941644105963,	3717397916
-3.5243e-01,	-1.0429e+00,	1.3766e+01,	-1.7986e-01,	2.6340e-01,	1.6579e-01,	0.0000e+00,	0,	1460043941646590028,	3719881981
-2.7073e-01,	-8.9022e-01,	1.4076e+01,	-1.4077e-01,	2.7251e-01,	1.6464e-01,	0.0000e+00,	0,	1460043941649115677,	3722407630
-2.3575e-01,	-7.8391e-01,	1.4426e+01,	-1.0796e-01,	2.8727e-01,	1.6072e-01,	0.0000e+00,	0,	1460043941651621242,	3724913195
-3.2513e-01,	-7.6767e-01,	1.4803e+01,	-7.9937e-02,	3.0218e-01,	1.5699e-01,	0.0000e+00,	0,	1460043941654089891,	3727381844
-5.0323e-01,	-7.4309e-01,	1.5136e+01,	-5.5532e-02,	3.1258e-01,	1.5397e-01,	0.0000e+00,	0,	1460043941656604832,	3729896785
-5.9900e-01,	-6.9322e-01,	1.5390e+01,	-3.3758e-02,	3.1761e-01,	1.5103e-01,	0.0000e+00,	0,	1460043941659116231,	3732408184
-6.3058e-01,	-6.7836e-01,	1.5545e+01,	-1.2701e-02,	3.2069e-01,	1.4993e-01,	0.0000e+00,	0,	1460043941661596630,	3734888583
-6.5824e-01,	-6.7111e-01,	1.5557e+01,	8.3338e-03,	3.2391e-01,	1.4902e-01,	0.0000e+00,	0,	1460043941664106195,	3737398148
-5.9408e-01,	-6.6625e-01,	1.5462e+01,	3.1237e-02,	3.3043e-01,	1.4865e-01,	0.0000e+00,	0,	1460043941666616677,	3739908630
-4.8798e-01,	-6.9766e-01,	1.5352e+01,	5.7711e-02,	3.4362e-01,	1.5079e-01,	0.0000e+00,	0,	1460043941669089576,	3742381529
-4.4550e-01,	-6.9063e-01,	1.5206e+01,	8.7629e-02,	3.5878e-01,	1.5430e-01,	0.0000e+00,	0,	1460043941671616475,	3744908428
-4.6524e-01,	-5.8459e-01,	1.4993e+01,	1.1908e-01,	3.7026e-01,	1.5469e-01,	0.0000e+00,	0,	1460043941674102624,	3747394577
-5.0872e-01,	-4.7574e-01,	1.4784e+01,	1.5110e-01,	3.7482e-01,	1.5063e-01,	0.0000e+00,	0,	1460043941676588273,	3749880226
-5.1219e-01,	-4.3947e-01,	1.4633e+01,	1.8457e-01,	3.7396e-01,	1.4512e-01,	0.0000e+00,	0,	1460043941679111546,	3752403499
-4.3430e-01,	-3.9512e-01,	1.4507e+01,	2.1956e-01,	3.7085e-01,	1.4120e-01,	1.7298e-01,	1,	1460043941681602654,	3754894607
-2.9934e-01,	-2.9332e-01,	1.4382e+01,	2.5554e-01,	3.6679e-01,	1.3953e-01,	0.0000e+00,	0,	1460043941684093428,	3757385381
-1.2809e-01,	-2.4055e-01,	1.4259e+01,	2.9262e-01,	3.6414e-01,	1.3850e-01,	0.0000e+00,	0,	1460043941686616785,	3759908738
7.3520e-02,	-3.2004e-01,	1.4171e+01,	3.3239e-01,	3.6637e-01,	1.3797e-01,	0.0000e+00,	0,	1460043941689096475,	3762388428
2.4925e-01,	-4.4276e-01,	1.4132e+01,	3.7549e-01,	3.7546e-01,	1.3778e-01,	1.7824e-01,	1,	1460043941691606624,	3764898577
3.2602e-01,	-4.6589e-01,	1.4093e+01,	4.1807e-01,	3.8911e-01,	1.3660e-01,	0.0000e+00,	0,	1460043941694122898,	3767414851
3.6630e-01,	-4.3289e-01,	1.4044e+01,	4.5773e-01,	4.0495e-01,	1.3372e-01,	0.0000e+00,	0,	1460043941696608713,	3769900666
4.5128e-01,	-4.6681e-01,	1.4026e+01,	4.9466e-01,	4.2427e-01,	1.2889e-01,	0.0000e+00,	0,	1460043941699105029,	3772396982
5.6904e-01,	-5.5046e-01,	1.4072e+01,	5.2959e-01,	4.4919e-01,	1.2162e-01,	0.0000e+00,	0,	1460043941701632053,	3774924006
6.2973e-01,	-6.3644e-01,	1.4156e+01,	5.6347e-01,	4.7572e-01,	1.1433e-01,	0.0000e+00,	0,	1460043941704127368,	3777419321
6.1131e-01,	-6.9221e-01,	1.4209e+01,	5.9462e-01,	5.0017e-01,	1.0856e-01,	0.0000e+00,	0,	1460043941706616100,	3779908053
5.7097e-01,	-6.8799e-01,	1.4183e+01,	6.2043e-01,	5.2288e-01,	1.0425e-01,	0.0000e+00,	0,	1460043941709133166,	3782425119
5.5487e-01,	-6.5739e-01,	1.4100e+01,	6.4076e-01,	5.4293e-01,	1.0182e-01,	0.0000e+00,	0,	1460043941711634398,	3784926351
5.5824e-01,	-6.3664e-01,	1.4031e+01,	6.5701e-01,	5.5937e-01,	1.0077e-01,	0.0000e+00,	0,	1460043941714122755,	3787414708
5.4336e-01,	-5.9415e-01,	1.4016e+01,	6.6920e-01,	5.7462e-01,	1.0005e-01,	0.0000e+00,	0,	1460043941716634279,	3789926232
5.6971e-01,	-5.4294e-01,	1.4031e+01,	6.7783e-01,	5.9065e-01,	9.9002e-02,	0.0000e+00,	0,	1460043941719140803,	3792432756
6.6002e-01,	-5.0947e-01,	1.4069e+01,	6.7970e-01,	6.0787e-01,	9.8814e-02,	0.0000e+00,	0,	1460043941721630994,	3794922947
6.1355e-01,	-4.0145e-01,	1.4117e+01,	6.7236e-01,	6.2022e-01,	1.0086e-01,	0.0000e+00,	0,	1460043941724134892,	3797426845
4.7866e-01,	-3.3726e-01,	1.4174e+01,	6.5996e-01,	6.2200e-01,	1.0187e-01,	0.0000e+00,	0,	1460043941726640708,	3799932661
4.5434e-01,	-4.3676e-01,	1.4137e+01,	6.4792e-01,	6.1462e-01,	9.8747e-02,	0.0000e+00,	0,	1460043941729121940,	3802413893
3.6109e-01,	-3.8150e-01,	1.3882e+01,	6.3080e-01,	6.0206e-01,	9.9385e-02,	0.0000e+00,	0,	1460043941731638422,	3804930375
3.2094e-01,	-9.4269e-02,	1.3650e+01,	6.0139e-01,	5.8727e-01,	1.0606e-01,	0.0000e+00,	0,	1460043941734146113,	3807438066
3.2449e-01,	-1.0933e-01,	1.3820e+01,	5.7153e-01,	5.7689e-01,	1.1039e-01,	0.0000e+00,	0,	1460043941736629470,	3809921423
2.6539e-01,	-5.0755e-01,	1.4173e+01,	5.5016e-01,	5.6960e-01,	1.1598e-01,	0.0000e+00,	0,	1460043941739116369,	3812408322
3.8592e-01,	-4.5274e-01,	1.4104e+01,	5.2341e-01,	5.6415e-01,	1.2624e-01,	0.0000e+00,	0,	1460043941741649768,	3814941721
5.6279e-01,	1.4704e-01,	1.3691e+01,	4.8240e-01,	5.6255e-01,	1.3542e-01,	0.0000e+00,	0,	1460043941744140791,	3817432744
5.9406e-01,	1.8282e-01,	1.3577e+01,	4.3747e-01,	5.6147e-01,	1.3795e-01,	0.0000e+00,	0,	1460043941746618732,	3819910685
5.0570e-01,	-3.4572e-01,	1.3835e+01,	4.0028e-01,	5.5800e-01,	1.3780e-01,	0.0000e+00,	0,	1460043941749140589,	3822432542
5.4089e-01,	-3.3910e-01,	1.3894e+01,	3.6755e-01,	5.5617e-01,	1.3463e-01,	0.0000e+00,	0,	1460043941751643988,	3824935941
6.4922e-01,	9.6410e-02,	1.3581e+01,	3.2756e-01,	5.5875e-01,	1.2880e-01,	0.0000e+00,	0,	1460043941754125637,	3827417590
7.1582e-01,	1.7695e-01,	1.3320e+01,	2.8310e-01,	5.6195e-01,	1.2563e-01,	0.0000e+00,	0,	1460043941756640786,	3829932739
8.6329e-01,	-2.9427e-04,	1.3355e+01,	2.4624e-01,	5.6529e-01,	1.2329e-01,	0.0000e+00,	0,	1460043941759144560,	3832436513
1.0054e+00,	2.6849e-02,	1.3468e+01,	2.1579e-01,	5.7078e-01,	1.1874e-01,	0.0000e+00,	0,	1460043941761591250,	3834883203
1.0604e+00,	2.3256e-01,	1.3389e+01,	1.8282e-01,	5.7448e-01,	1.1279e-01,	2.3413e-01,	1,	1460043941764147149,	3837439102
1.1584e+00,	3.2671e-01,	1.3170e+01,	1.4926e-01,	5.7615e-01,	1.0454e-01,	0.0000e+00,	0,	1460043941766640881,	3839932834
1.3228e+00,	1.8758e-01,	1.3001e+01,	1.2407e-01,	5.8184e-01,	9.4077e-02,	0.0000e+00,	0,	1460043941769092072,	3842384025
1.4052e+00,	5.2756e-02,	1.2893e+01,	1.0814e-01,	5.9155e-01,	8.3987e-02,	0.0000e+00,	0,	1460043941771642137,	3844934090
1.4150e+00,	1.4926e-01,	1.2777e+01,	9.8173e-02,	5.9929e-01,	7.4981e-02,	2.4312e-01,	1,	1460043941774138286,	3847430239
1.4426e+00,	2.2596e-01,	1.2611e+01,	9.1289e-02,	6.0266e-01,	6.4907e-02,	0.0000e+00,	0,	1460043941776591769,	3849883722
1.5311e+00,	1.5969e-01,	1.2397e+01,	8.8171e-02,	6.0535e-01,	5.3358e-02,	0.0000e+00,	0,	1460043941779141667,	3852433620
1.6728e+00,	1.0730e-01,	1.2180e+01,	9.4046e-02,	6.1142e-01,	4.4307e-02,	0.0000e+00,	0,	1460043941781592483,	3854884436
1.8436e+00,	8.0122e-02,	1.2035e+01,	1.0747e-01,	6.2299e-01,	3.8465e-02,	0.0000e+00,	0,	1460043941784094840,	3857386793
2.0113e+00,	1.3382e-01,	1.1914e+01,	1.2109e-01,	6.4073e-01,	3.5011e-02,	0.0000e+00,	0,	1460043941786649114,	3859941067
2.0667e+00,	2.4070e-01,	1.1685e+01,	1.3296e-01,	6.6047e-01,	3.4519e-02,	0.0000e+00,	0,	1460043941789092680,	3862384633
1.9716e+00,	1.4533e-01,	1.1405e+01,	1.4857e-01,	6.7353e-01,	3.5136e-02,	0.0000e+00,	0,	1460043941791594328,	3864886281
1.8126e+00,	-1.3881e-01,	1.1143e+01,	1.7328e-01,	6.7628e-01,	3.6165e-02,	0.0000e+00,	0,	1460043941794112102,	3867404055
1.7425e+00,	-2.7574e-01,	1.0861e+01,	2.0479e-01,	6.7094e-01,	3.9134e-02,	0.0000e+00,	0,	1460043941796607584,	3869899537
1.7641e+00,	-2.3076e-01,	1.0547e+01,	2.3613e-01,	6.6332e-01,	4.3743e-02,	0.0000e+00,	0,	1460043941799094192,	3872386145
1.7379e+00,	-2.2236e-01,	1.0247e+01,	2.6449e-01,	6.5503e-01,	4.8915e-02,	0.0000e+00,	0,	1460043941801610215,	3874902168
1.6714e+00,	-2.8992e-01,	1.0017e+01,	2.9473e-01,	6.4412e-01,	5.4676e-02,	0.0000e+00,	0,	1460043941804114697,	3877406650
1.6600e+00,	-3.2937e-01,	9.8784e+00,	3.2743e-01,	6.3380e-01,	5.9941e-02,	0.0000e+00,	0,	1460043941806600805,	3879892758
1.6808e+00,	-2.3639e-01,	9.7481e+00,	3.5705e-01,	6.2684e-01,	6.4811e-02,	0.0000e+00,	0,	1460043941809109995,	3882401948
1.6642e+00,	-9.3583e-02,	9.6013e+00,	3.8068e-01,	6.2041e-01,	7.1958e-02,	0.0000e+00,	0,	1460043941811612644,	3884904597
1.6739e+00,	-4.0236e-02,	9.5233e+00,	4.0004e-01,	6.1500e-01,	7.8979e-02,	0.0000e+00,	0,	1460043941814107876,	3887399829
1.6613e+00,	-2.0752e-02,	9.5183e+00,	4.1650e-01,	6.1280e-01,	8.4674e-02,	0.0000e+00,	0,	1460043941816610525,	3889902478
1.5224e+00,	-5.2621e-04,	9.5001e+00,	4.2969e-01,	6.0838e-01,	9.0856e-02,	0.0000e+00,	0,	1460043941819109424,	3892401377
1.3952e+00,	-2.6599e-02,	9.4087e+00,	4.3994e-01,	5.9805e-01,	9.6526e-02,	0.0000e+00,	0,	1460043941821600865,	3894892818
1.4232e+00,	-6.4035e-02,	9.2799e+00,	4.4816e-01,	5.8862e-01,	1.0097e-01,	0.0000e+00,	0,	1460043941824115138,	3897407091
1.5371e+00,	-5.9306e-02,	9.1491e+00,	4.5260e-01,	5.8447e-01,	1.0559e-01,	0.0000e+00,	0,	1460043941826618620,	3899910573
1.6129e+00,	-3.7803e-02,	9.0459e+00,	4.5232e-01,	5.8563e-01,	1.0963e-01,	0.0000e+00,	0,	1460043941829105061,	3902397014
1.5797e+00,	-3.7706e-02,	9.0085e+00,	4.4840e-01,	5.8847e-01,	1.0926e-01,	0.0000e+00,	0,	1460043941831593460,	3904885413
1.5031e+00,	-4.7080e-02,	9.0032e+00,	4.4015e-01,	5.9061e-01,	1.0619e-01,	0.0000e+00,	0,	1460043941834120109,	3907412062
1.4859e+00,	-7.4383e-02,	8.9965e+00,	4.2911e-01,	5.9254e-01,	1.0242e-01,	3.0242e-01,	1,	1460043941836615716,	3909907669
1.4721e+00,	-1.4547e-01,	8.9657e+00,	4.1865e-01,	5.9404e-01,	9.8575e-02,	0.0000e+00,	0,	1460043941839092115,	3912384068
1.4362e+00,	-2.1209e-01,	8.9253e+00,	4.0952e-01,	5.9442e-01,	9.6550e-02,	0.0000e+00,	0,	1460043941841610139,	3914902092
1.5000e+00,	-1.8727e-01,	8.9462e+00,	3.9918e-01,	5.9719e-01,	9.3551e-02,	0.0000e+00,	0,	1460043941844118746,	3917410699
1.5798e+00,	-1.3922e-01,	9.0487e+00,	3.8765e-01,	6.0520e-01,	8.7015e-02,	3.1113e-01,	1,	1460043941846598853,	3919890806
1.5349e+00,	-1.7529e-01,	9.1409e+00,	3.7511e-01,	6.1432e-01,	7.9489e-02,	0.0000e+00,	0,	1460043941849111294,	3922403247
1.5131e+00,	-2.4530e-01,	9.1868e+00,	3.6121e-01,	6.2284e-01,	7.4178e-02,	0.0000e+00,	0,	1460043941851619859,	3924911812
1.5649e+00,	-2.6250e-01,	9.2750e+00,	3.4608e-01,	6.3401e-01,	7.2374e-02,	0.0000e+00,	0,	1460043941854093425,	3927385378
1.5277e+00,	-2.5095e-01,	9.4125e+00,	3.2771e-01,	6.4446e-01,	7.3627e-02,	0.0000e+00,	0,	1460043941856611198,	3929903151
1.4231e+00,	-2.6010e-01,	9.5281e+00,	3.0631e-01,	6.4890e-01,	7.5499e-02,	0.0000e+00,	0,	1460043941859127889,	3932419842
1.3935e+00,	-2.7555e-01,	9.5978e+00,	2.8475e-01,	6.4721e-01,	7.3621e-02,	0.0000e+00,	0,	1460043941861594996,	3934886949
1.4264e+00,	-2.5647e-01,	9.6261e+00,	2.6315e-01,	6.4155e-01,	6.6203e-02,	0.0000e+00,	0,	1460043941864112895,	3937404848
1.4279e+00,	-2.1509e-01,	9.6477e+00,	2.4102e-01,	6.3156e-01,	5.7302e-02,	0.0000e+00,	0,	1460043941866618419,	3939910372
